,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
2342,2342,1,0.8435,"snack, love, bar, price, chip, find, buy, try, eat, would",originally buy help get husband cholesterol another method get oatmeal without make hot cereal even pack quick breakfast chocolate brownie cranberry favorite variety
2343,2343,0,0.6195,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",really thrilled product want able make oatmeal slow cooker warm ready morning hassle past old fashion roll oat outcome always less satisfactory matter adjustment make water oat ratio attempt turn perfectly first time likely cut grain ratio cup oat cup water low hour cup dry fruit added cup quinoa total cup dry fruit craisins tart cherry goji berry good size diced braeburn apple sugar use spray pam product tell put crock coat organic coconut oil solid room temperature amaze sweeten need enhance flavor husband eats oatmeal every day really like
2344,2344,2,0.6293,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",pleasure try outerbridge sherry pepper sauce fish chowder delicious since use stew soup marinade add right amount kick load flavor steak sauce soy sauce also devine little flavor island right house
2345,2345,0,0.8358,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",perfect bachelor food quick easy really tasty compare top ramen noodle tell season extremely sodium laden
2346,2346,1,0.7275,"snack, love, bar, price, chip, find, buy, try, eat, would",shopping season christmas indicate product would arrive january surprise come christmas excellent condition thoroughly recommend
2347,2347,2,0.6208,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",pleasantly surprise tasted cooky individually wrap stay fresh sweet enough sweet overpower everyone try agrees analysis sweet amaretti cooky italy summer stand mangia
2348,2348,1,0.6513,"snack, love, bar, price, chip, find, buy, try, eat, would",buy pumpkin seed think organic hippy food awful however amazing full flavor fruit nut hearty cereal leave feel good
2349,2349,1,0.777,"snack, love, bar, price, chip, find, buy, try, eat, would",soup really taste great convenient throw one purse take lunch etc great buy
2350,2350,1,0.8303,"snack, love, bar, price, chip, find, buy, try, eat, would",never taste buying amazon research amazon best price taste say delicious make bbq even bigger hit continue buy brand
2351,2351,0,0.4851,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",mincemeat pie fill vegan great taste put prepared pie bake make small pie need jar large pie great fore holiday treat
2352,2352,2,0.837,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",really think efs excelent product give extra push make long ride compare accelerade better however expensive amature rider sure worth extra cost
2353,2353,0,0.7815,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",want load tender dry fruit nut order
2354,2354,2,0.7494,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",really enjoy favorite colombian coffee really closer suddenly price much
2355,2355,2,0.7617,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",chinese student smell like fruit taste take sip taste little bit like tea
2356,2356,2,0.533,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",give foldgers big yeah great taste columbian coffee good dunking donut much better starbucks right blend breakfast love foldgers continue buy coffee find something tastier
2357,2357,0,0.4994,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",tasty product love crunch favor get four thumb
2358,2358,0,0.8541,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",always taste food introduce kid one fresh berry taste bit runny though liquid smoothie baby love especially shoots fountain squeezes problem price increase drastically lately hard time justify buy instead less tasty product
2359,2359,0,0.5318,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",past use tomato paste often brand nasty always hunt contadina around always disappoint whenever use really annoy say make homemade enchilada sauce taste mediocre add insult injury throw away half leftover tomato paste amore contrast actually keep bright tomato flavor since tube none tinny taste common can food easy squeeze small amount use time sort soup sauce benefit little tomato flavor justify open whole paste mention fact can paste would make food taste worse better two mystery product first tablespoon serve gram fat tomato paste look contain fat since ingredient tomato paste salt wonder fat come second mystery label box double concentrate far tell concentrated tomato paste still use exactly amount recipe taste better brand forgive amore mysterious fat exaggerate label become cook essential kitchen
2360,2360,1,0.7978,"snack, love, bar, price, chip, find, buy, try, eat, would",recently begin use wholesome sweetener product could happier taste happy discover product continue use sure
2361,2361,0,0.8522,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",taste like regular black tea little weaker get expect actually taste like raspberry buy box use first half menstrual cycle building good uterine lining organic good taste health benefit without caffeine wrong
2362,2362,1,0.7953,"snack, love, bar, price, chip, find, buy, try, eat, would",buy tea help pregnancy think may help hop taste good like would buy recommend product friend
2363,2363,0,0.8028,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",really like black tea great taste substitute pregnant brew stronger recommend great
2364,2364,1,0.8293,"snack, love, bar, price, chip, find, buy, try, eat, would",buy food read others review schnauzer suffers pancreatitis really trick since food one day trouble great food
2365,2365,0,0.8186,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",eat medifast meal year medifast change recipe pretzel good surprise cinnamon pretzel kay good better medifast cost price calorie protein important factor pretty much base ounce
2366,2366,2,0.8537,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",husband favorite soda mild fruity flavor similar manzanita sol taste like little bit heaven find store area sell good experience buy amazon remember buy pay attention ship weight distributor use mass picture pack actually sell litre ship weight pack around lbs guarana come many flavor guarana antarctica usually popular favorite
2367,2367,1,0.6047,"snack, love, bar, price, chip, find, buy, try, eat, would",think nice evenly taste coffee bitterness taste enjoy buy future
2368,2368,0,0.7976,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",perfect balance sweetness nutrient great breakfast item love amazon com
2369,2369,1,0.8145,"snack, love, bar, price, chip, find, buy, try, eat, would",handy get store wanted come week day bad price look better price good stuff
2370,2370,1,0.8599,"snack, love, bar, price, chip, find, buy, try, eat, would",review mostly negative brand new candy sooo delicious like chewy hardness feel like jaw fall stuff never hear candy tried world market stop eat addict great mouth water taste would recommend candy new comer
2371,2371,0,0.7569,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",usually drink regular caffe vita low carb diet sugar thought would try sugar free find store buy six pack internet absolutly taste stuck six can sugar free caffe vita know would buy product
2372,2372,1,0.8085,"snack, love, bar, price, chip, find, buy, try, eat, would",tasty tea handy packet keep work local store stop carry amazon case decent price
2373,2373,0,0.823,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",quick shipping well pack love party everyone enjoy true melon flavor sticky really good thank
2374,2374,0,0.7663,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",reason local store stop stock product wife love taste use amonzon com provide excellent taste
